Participant,Trial,State,Deviant,Concurrent_Articulation,I1,I2,I3,I4,I5,I6,I7,I8,O1,O2,O3,O4,O5,O6,O7,O8
20,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,3,7,1,6,4,2,8,5,3,7,1,6
20,1,SS,No_Deviant,With_Concurrent_Articulation,3,5,8,2,7,4,6,1,3,6,8,1,7,5,2,4
20,2,SS,No_Deviant,With_Concurrent_Articulation,8,1,7,3,5,2,4,6,8,4,7,1,6,3,5,2
20,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,7,1,3,6,4,8,2,5,8,1,7,3,6,4
20,4,SS,No_Deviant,With_Concurrent_Articulation,3,6,7,8,4,2,5,1,3,6,1,8,2,5,7,4
20,5,SS,No_Deviant,With_Concurrent_Articulation,6,4,7,8,3,5,1,2,6,4,7,2,8,5,1,3
20,6,SS,No_Deviant,With_Concurrent_Articulation,6,2,8,3,7,5,1,4,6,2,8,3,7,4,1,5
20,1,SS,With_Deviant,With_Concurrent_Articulation,5,3,7,6,1,2,8,4,2,7,5,3,8,1,4,6
20,2,SS,With_Deviant,With_Concurrent_Articulation,3,1,8,5,2,4,7,6,4,1,6,8,3,5,2,7
20,3,SS,With_Deviant,With_Concurrent_Articulation,5,4,3,1,7,6,8,2,5,1,4,8,2,6,3,7
20,4,SS,With_Deviant,With_Concurrent_Articulation,6,2,5,7,1,8,4,3,6,2,5,7,3,1,4,8
20,5,SS,With_Deviant,With_Concurrent_Articulation,8,5,2,6,7,4,3,1,8,5,2,6,4,7,3,1
20,6,SS,With_Deviant,With_Concurrent_Articulation,5,6,7,8,1,3,4,2,5,7,4,2,6,8,3,1
1,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,1,5,4,0,7,8,6,2,5,1,4,7,3,8
1,2,CS,No_Deviant,No_Concurrent_Articulation,0,0,0,0,0,8,6,3,5,1,7,4,2,8,6,3
1,3,CS,No_Deviant,No_Concurrent_Articulation,4,2,8,6,3,7,5,1,4,2,8,6,3,7,5,1
1,4,CS,No_Deviant,No_Concurrent_Articulation,4,6,3,7,2,8,5,1,4,6,3,7,2,8,5,1
1,5,CS,No_Deviant,No_Concurrent_Articulation,6,8,4,7,2,1,5,3,6,8,4,7,1,3,5,2
1,6,CS,No_Deviant,No_Concurrent_Articulation,4,7,2,6,8,3,0,0,4,7,2,6,8,3,5,1
1,1,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,0,7,0,6,5,8,1,4,7,2,6,3
1,2,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,8,5,3,6,2,7,4,1,5,3,8,6
1,3,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,1,4,6,8,2,5,3,7,1,4,6,2,8
1,4,CS,With_Deviant,No_Concurrent_Articulation,6,2,8,5,3,1,4,7,6,2,8,3,5,1,4,7
1,5,CS,With_Deviant,No_Concurrent_Articulation,4,7,2,5,3,6,8,1,4,7,2,5,3,6,8,1
1,6,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,4,2,8,0,0,5,3,7,4,2,8,1,6
1,1,CS,No_Deviant,With_Concurrent_Articulation,0,7,3,0,0,0,4,8,2,7,3,5,1,6,4,8
1,2,CS,No_Deviant,With_Concurrent_Articulation,7,5,3,0,0,0,4,2,7,5,3,6,1,8,4,2
1,3,CS,No_Deviant,With_Concurrent_Articulation,2,6,4,0,0,0,0,0,2,6,4,8,1,5,3,7
1,4,CS,No_Deviant,With_Concurrent_Articulation,6,8,3,5,0,0,7,4,3,5,8,6,1,4,7,2
1,5,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,0,0,5,7,2,3,8,4,6,1,5,2,7
1,6,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,2,4,7,1,3,5,8,2,6,4,7,1
1,1,CS,With_Deviant,With_Concurrent_Articulation,8,3,0,0,0,0,2,6,5,3,8,1,7,4,2,6
1,2,CS,With_Deviant,With_Concurrent_Articulation,8,6,1,0,0,0,5,7,8,6,1,4,2,7,3,5
1,3,CS,With_Deviant,With_Concurrent_Articulation,2,5,7,0,0,0,0,6,5,2,7,3,8,4,1,6
1,4,CS,With_Deviant,With_Concurrent_Articulation,2,8,4,0,0,7,1,5,8,3,6,4,7,2,5,1
1,5,CS,With_Deviant,With_Concurrent_Articulation,2,5,1,0,0,4,3,8,2,5,1,7,4,6,3,8
1,6,CS,With_Deviant,With_Concurrent_Articulation,2,8,4,1,0,0,0,3,4,8,1,5,2,6,3,7
2,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,1,0,0,0,0,8,6,2,5,1,4,7,3,8
2,2,CS,No_Deviant,No_Concurrent_Articulation,5,1,7,0,0,0,0,7,5,1,7,4,2,8,6,3
2,3,CS,No_Deviant,No_Concurrent_Articulation,4,3,0,0,0,0,0,0,4,2,8,6,3,7,5,1
2,4,CS,No_Deviant,No_Concurrent_Articulation,4,6,3,7,0,0,0,1,4,6,3,7,2,8,5,1
2,5,CS,No_Deviant,No_Concurrent_Articulation,6,8,0,0,4,0,0,8,6,8,4,7,1,3,5,2
2,6,CS,No_Deviant,No_Concurrent_Articulation,4,7,2,0,5,0,0,0,4,7,2,6,8,3,5,1
2,1,CS,With_Deviant,No_Concurrent_Articulation,5,8,0,1,7,0,0,4,5,8,1,4,7,2,6,3
2,2,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,0,0,0,0,2,7,4,1,5,3,8,6
2,3,CS,With_Deviant,No_Concurrent_Articulation,5,1,3,0,4,0,0,8,5,3,7,1,4,6,2,8
2,4,CS,With_Deviant,No_Concurrent_Articulation,6,2,8,3,5,0,0,0,6,2,8,3,5,1,4,7
2,5,CS,With_Deviant,No_Concurrent_Articulation,4,7,2,0,0,0,0,1,4,7,2,5,3,6,8,1
2,6,CS,With_Deviant,No_Concurrent_Articulation,5,0,0,0,2,0,0,0,5,3,7,4,2,8,1,6
2,1,CS,No_Deviant,With_Concurrent_Articulation,2,7,0,0,0,1,0,8,2,7,3,5,1,6,4,8
2,2,CS,No_Deviant,With_Concurrent_Articulation,7,0,0,0,0,0,0,2,7,5,3,6,1,8,4,2
2,3,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,3,7,2,6,4,8,1,5,3,7
2,4,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,0,0,0,0,2,3,5,8,6,1,4,7,2
2,5,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,7,2,3,8,4,6,1,5,2,7
2,6,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,0,0,3,5,8,2,6,4,7,1
2,1,CS,With_Deviant,With_Concurrent_Articulation,0,3,0,0,0,0,0,6,5,3,8,1,7,4,2,6
2,2,CS,With_Deviant,With_Concurrent_Articulation,0,6,4,1,0,0,0,5,8,6,1,4,2,7,3,5
2,3,CS,With_Deviant,With_Concurrent_Articulation,5,7,2,0,0,0,0,6,5,2,7,3,8,4,1,6
2,4,CS,With_Deviant,With_Concurrent_Articulation,0,5,6,0,0,0,0,1,8,3,6,4,7,2,5,1
2,5,CS,With_Deviant,With_Concurrent_Articulation,2,7,1,0,0,0,0,0,2,5,1,7,4,6,3,8
2,6,CS,With_Deviant,With_Concurrent_Articulation,4,1,8,0,0,0,0,7,4,8,1,5,2,6,3,7
3,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,3,8,6,2,5,1,4,7,3,8
3,2,CS,No_Deviant,No_Concurrent_Articulation,5,1,7,2,4,3,6,8,5,1,7,4,2,8,6,3
3,3,CS,No_Deviant,No_Concurrent_Articulation,4,6,8,2,3,7,5,1,4,2,8,6,3,7,5,1
3,4,CS,No_Deviant,No_Concurrent_Articulation,4,6,3,7,2,8,5,1,4,6,3,7,2,8,5,1
3,5,CS,No_Deviant,No_Concurrent_Articulation,6,8,4,7,1,3,5,2,6,8,4,7,1,3,5,2
3,6,CS,No_Deviant,No_Concurrent_Articulation,4,7,2,6,8,3,1,5,4,7,2,6,8,3,5,1
3,1,CS,With_Deviant,No_Concurrent_Articulation,5,8,1,4,0,0,2,0,5,8,1,4,7,2,6,3
3,2,CS,With_Deviant,No_Concurrent_Articulation,2,7,4,1,5,6,3,8,2,7,4,1,5,3,8,6
3,3,CS,With_Deviant,No_Concurrent_Articulation,3,6,4,7,5,2,0,1,5,3,7,1,4,6,2,8
3,4,CS,With_Deviant,No_Concurrent_Articulation,6,2,8,3,5,1,4,7,6,2,8,3,5,1,4,7
3,5,CS,With_Deviant,No_Concurrent_Articulation,4,7,3,5,2,6,1,8,4,7,2,5,3,6,8,1
3,6,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,4,2,8,1,6,5,3,7,4,2,8,1,6
3,1,CS,No_Deviant,With_Concurrent_Articulation,2,7,3,5,1,6,0,0,2,7,3,5,1,6,4,8
3,2,CS,No_Deviant,With_Concurrent_Articulation,7,5,3,6,1,8,4,2,7,5,3,6,1,8,4,2
3,3,CS,No_Deviant,With_Concurrent_Articulation,2,6,4,8,1,5,0,0,2,6,4,8,1,5,3,7
3,4,CS,No_Deviant,With_Concurrent_Articulation,8,6,1,4,2,7,0,0,3,5,8,6,1,4,7,2
3,5,CS,No_Deviant,With_Concurrent_Articulation,4,3,8,6,2,7,1,5,3,8,4,6,1,5,2,7
3,6,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,2,6,4,7,1,3,5,8,2,6,4,7,1
3,1,CS,With_Deviant,With_Concurrent_Articulation,0,0,1,8,7,4,0,0,5,3,8,1,7,4,2,6
3,2,CS,With_Deviant,With_Concurrent_Articulation,8,6,1,4,2,7,5,3,8,6,1,4,2,7,3,5
3,3,CS,With_Deviant,With_Concurrent_Articulation,5,2,7,3,0,6,0,8,5,2,7,3,8,4,1,6
3,4,CS,With_Deviant,With_Concurrent_Articulation,0,3,6,4,7,0,0,0,8,3,6,4,7,2,5,1
3,5,CS,With_Deviant,With_Concurrent_Articulation,2,5,1,7,0,0,4,3,2,5,1,7,4,6,3,8
3,6,CS,With_Deviant,With_Concurrent_Articulation,4,5,1,8,2,0,0,0,4,8,1,5,2,6,3,7
4,1,CS,No_Deviant,No_Concurrent_Articulation,2,8,4,6,3,0,0,0,2,8,3,6,4,1,5,7
4,2,CS,No_Deviant,No_Concurrent_Articulation,2,4,8,5,3,6,0,0,2,4,8,5,3,6,1,7
4,3,CS,No_Deviant,No_Concurrent_Articulation,7,2,5,8,0,0,0,1,7,2,5,8,3,1,6,4
4,4,CS,No_Deviant,No_Concurrent_Articulation,2,6,4,0,0,0,8,1,2,6,4,7,3,5,1,8
4,5,CS,No_Deviant,No_Concurrent_Articulation,3,5,8,6,1,2,4,0,3,5,8,6,1,7,2,4
4,6,CS,No_Deviant,No_Concurrent_Articulation,4,2,3,5,6,0,0,7,4,2,5,3,6,8,1,7
4,1,CS,With_Deviant,No_Concurrent_Articulation,6,4,8,3,5,1,0,0,6,4,8,5,2,7,3,1
4,2,CS,With_Deviant,No_Concurrent_Articulation,6,3,2,1,0,0,0,0,6,3,1,4,2,7,5,8
4,3,CS,With_Deviant,No_Concurrent_Articulation,6,4,8,1,0,0,0,2,6,4,8,1,5,3,7,2
4,4,CS,With_Deviant,No_Concurrent_Articulation,2,5,8,2,6,0,0,0,7,5,8,3,6,2,4,1
4,5,CS,With_Deviant,No_Concurrent_Articulation,4,2,7,5,1,8,0,0,4,2,7,3,6,8,5,1
4,6,CS,With_Deviant,No_Concurrent_Articulation,8,3,5,7,1,0,0,0,8,3,7,5,1,4,2,6
4,1,CS,No_Deviant,With_Concurrent_Articulation,7,4,2,6,0,0,0,0,7,4,2,6,1,5,3,8
4,2,CS,No_Deviant,With_Concurrent_Articulation,2,6,0,0,0,0,0,5,2,6,4,8,1,7,3,5
4,3,CS,No_Deviant,With_Concurrent_Articulation,3,1,8,5,0,0,4,7,3,1,8,5,2,6,4,7
4,4,CS,No_Deviant,With_Concurrent_Articulation,4,6,3,7,5,1,8,0,4,6,3,7,1,5,2,8
4,5,CS,No_Deviant,With_Concurrent_Articulation,8,5,1,0,0,0,7,4,8,5,1,7,3,6,4,2
4,6,CS,No_Deviant,With_Concurrent_Articulation,4,1,8,0,0,0,0,7,4,1,8,6,2,5,3,7
4,1,CS,With_Deviant,With_Concurrent_Articulation,2,7,0,0,0,0,0,3,2,7,5,1,4,8,6,3
4,2,CS,With_Deviant,With_Concurrent_Articulation,5,2,7,0,0,0,0,1,5,2,7,3,8,4,1,6
4,3,CS,With_Deviant,With_Concurrent_Articulation,2,4,8,7,1,0,0,0,2,4,7,1,8,5,3,6
4,4,CS,With_Deviant,With_Concurrent_Articulation,5,3,6,4,0,0,0,0,5,3,6,4,2,8,1,7
4,5,CS,With_Deviant,With_Concurrent_Articulation,3,7,0,0,0,0,0,1,3,7,4,2,6,8,5,1
4,6,CS,With_Deviant,With_Concurrent_Articulation,6,4,2,7,0,0,0,8,6,2,4,7,3,1,5,8
5,1,CS,No_Deviant,No_Concurrent_Articulation,2,6,8,4,3,1,7,5,2,8,3,6,4,1,5,7
5,2,CS,No_Deviant,No_Concurrent_Articulation,4,5,8,2,6,3,0,0,2,4,8,5,3,6,1,7
5,3,CS,No_Deviant,No_Concurrent_Articulation,7,2,5,8,3,1,6,4,7,2,5,8,3,1,6,4
5,4,CS,No_Deviant,No_Concurrent_Articulation,2,6,4,7,3,5,1,8,2,6,4,7,3,5,1,8
5,5,CS,No_Deviant,No_Concurrent_Articulation,3,5,8,6,1,7,2,4,3,5,8,6,1,7,2,4
5,6,CS,No_Deviant,No_Concurrent_Articulation,4,2,5,8,6,7,3,1,4,2,5,3,6,8,1,7
5,1,CS,With_Deviant,No_Concurrent_Articulation,6,4,8,5,2,3,7,1,6,4,8,5,2,7,3,1
5,2,CS,With_Deviant,No_Concurrent_Articulation,6,3,1,4,7,2,5,8,6,3,1,4,2,7,5,8
5,3,CS,With_Deviant,No_Concurrent_Articulation,6,4,8,1,5,3,7,2,6,4,8,1,5,3,7,2
5,4,CS,With_Deviant,No_Concurrent_Articulation,7,5,3,8,6,4,2,1,7,5,8,3,6,2,4,1
5,5,CS,With_Deviant,No_Concurrent_Articulation,4,2,7,3,6,5,8,1,4,2,7,3,6,8,5,1
5,6,CS,With_Deviant,No_Concurrent_Articulation,8,3,7,5,1,4,2,6,8,3,7,5,1,4,2,6
5,1,CS,No_Deviant,With_Concurrent_Articulation,5,7,4,3,0,0,0,0,7,4,2,6,1,5,3,8
5,2,CS,No_Deviant,With_Concurrent_Articulation,2,6,4,8,3,5,0,0,2,6,4,8,1,7,3,5
5,3,CS,No_Deviant,With_Concurrent_Articulation,3,7,1,0,0,0,0,0,3,1,8,5,2,6,4,7
5,4,CS,No_Deviant,With_Concurrent_Articulation,4,7,3,1,5,0,0,0,4,6,3,7,1,5,2,8
5,5,CS,No_Deviant,With_Concurrent_Articulation,8,5,7,1,4,0,0,0,8,5,1,7,3,6,4,2
5,6,CS,No_Deviant,With_Concurrent_Articulation,4,1,8,3,6,2,0,0,4,1,8,6,2,5,3,7
5,1,CS,With_Deviant,With_Concurrent_Articulation,2,7,5,1,6,0,0,0,2,7,5,1,4,8,6,3
5,2,CS,With_Deviant,With_Concurrent_Articulation,2,7,5,3,4,0,0,0,5,2,7,3,8,4,1,6
5,3,CS,With_Deviant,With_Concurrent_Articulation,2,7,4,3,0,0,0,0,2,4,7,1,8,5,3,6
5,4,CS,With_Deviant,With_Concurrent_Articulation,5,3,6,4,1,0,0,0,5,3,6,4,2,8,1,7
5,5,CS,With_Deviant,With_Concurrent_Articulation,3,7,4,2,1,6,0,0,3,7,4,2,6,8,5,1
5,6,CS,With_Deviant,With_Concurrent_Articulation,6,2,4,7,1,3,8,0,6,2,4,7,3,1,5,8
6,1,CS,No_Deviant,No_Concurrent_Articulation,2,8,3,6,7,0,1,7,2,8,3,6,4,1,5,7
6,2,CS,No_Deviant,No_Concurrent_Articulation,2,4,8,5,3,6,1,8,2,4,8,5,3,6,1,7
6,3,CS,No_Deviant,No_Concurrent_Articulation,7,2,5,8,3,1,3,0,7,2,5,8,3,1,6,4
6,4,CS,No_Deviant,No_Concurrent_Articulation,2,6,4,0,0,0,6,8,2,6,4,7,3,5,1,8
6,5,CS,No_Deviant,No_Concurrent_Articulation,3,5,8,6,1,7,4,0,3,5,8,6,1,7,2,4
6,6,CS,No_Deviant,No_Concurrent_Articulation,4,2,5,3,2,6,8,0,4,2,5,3,6,8,1,7
6,1,CS,With_Deviant,No_Concurrent_Articulation,6,4,8,3,7,1,5,0,6,4,8,5,2,7,3,1
6,2,CS,With_Deviant,No_Concurrent_Articulation,4,3,1,6,2,7,0,0,6,3,1,4,2,7,5,8
6,3,CS,With_Deviant,No_Concurrent_Articulation,6,5,8,0,3,0,0,0,6,4,8,1,5,3,7,2
6,4,CS,With_Deviant,No_Concurrent_Articulation,7,5,8,3,0,0,4,1,7,5,8,3,6,2,4,1
6,5,CS,With_Deviant,No_Concurrent_Articulation,4,2,7,3,6,8,0,1,4,2,7,3,6,8,5,1
6,6,CS,With_Deviant,No_Concurrent_Articulation,8,3,5,1,7,0,0,0,8,3,7,5,1,4,2,6
6,1,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,1,3,8,7,4,2,6,1,5,3,8
6,2,CS,No_Deviant,With_Concurrent_Articulation,2,4,8,6,7,1,0,0,2,6,4,8,1,7,3,5
6,3,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,1,3,4,7,3,1,8,5,2,6,4,7
6,4,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,1,5,2,8,4,6,3,7,1,5,2,8
6,5,CS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,4,2,8,5,1,7,3,6,4,2
6,6,CS,No_Deviant,With_Concurrent_Articulation,4,1,8,6,0,0,0,2,4,1,8,6,2,5,3,7
6,1,CS,With_Deviant,With_Concurrent_Articulation,0,7,1,5,0,6,3,7,2,7,5,1,4,8,6,3
6,2,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,0,4,1,6,5,2,7,3,8,4,1,6
6,3,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,4,8,3,6,2,4,7,1,8,5,3,6
6,4,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,8,1,3,7,5,3,6,4,2,8,1,7
6,5,CS,With_Deviant,With_Concurrent_Articulation,3,7,5,1,0,0,0,4,3,7,4,2,6,8,5,1
6,6,CS,With_Deviant,With_Concurrent_Articulation,6,2,0,0,0,0,1,5,6,2,4,7,3,1,5,8
7,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,3,8,6,2,5,1,4,7,3,8
7,2,CS,No_Deviant,No_Concurrent_Articulation,5,1,7,4,6,3,2,1,5,1,7,4,2,8,6,3
7,3,CS,No_Deviant,No_Concurrent_Articulation,4,2,8,6,3,7,5,1,4,2,8,6,3,7,5,1
7,4,CS,No_Deviant,No_Concurrent_Articulation,3,6,4,7,2,8,5,1,4,6,3,7,2,8,5,1
7,5,CS,No_Deviant,No_Concurrent_Articulation,3,6,8,7,4,2,5,3,6,8,4,7,1,3,5,2
7,6,CS,No_Deviant,No_Concurrent_Articulation,4,3,7,6,8,5,2,1,4,7,2,6,8,3,5,1
7,1,CS,With_Deviant,No_Concurrent_Articulation,5,2,8,4,7,6,1,3,5,8,1,4,7,2,6,3
7,2,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,0,0,0,0,2,7,4,1,5,3,8,6
7,3,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,1,2,6,4,8,5,3,7,1,4,6,2,8
7,4,CS,With_Deviant,No_Concurrent_Articulation,6,2,8,3,5,4,1,7,6,2,8,3,5,1,4,7
7,5,CS,With_Deviant,No_Concurrent_Articulation,4,3,7,5,2,6,8,1,4,7,2,5,3,6,8,1
7,6,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,4,6,3,8,0,5,3,7,4,2,8,1,6
7,1,CS,No_Deviant,With_Concurrent_Articulation,2,7,4,5,0,0,0,8,2,7,3,5,1,6,4,8
7,2,CS,No_Deviant,With_Concurrent_Articulation,7,5,0,0,0,0,3,4,7,5,3,6,1,8,4,2
7,3,CS,No_Deviant,With_Concurrent_Articulation,2,6,4,8,0,0,0,3,2,6,4,8,1,5,3,7
7,4,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,0,0,0,0,2,3,5,8,6,1,4,7,2
7,5,CS,No_Deviant,With_Concurrent_Articulation,3,0,0,0,0,5,2,7,3,8,4,6,1,5,2,7
7,6,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,6,0,0,0,4,3,5,8,2,6,4,7,1
7,1,CS,With_Deviant,With_Concurrent_Articulation,5,3,8,0,0,0,0,6,5,3,8,1,7,4,2,6
7,2,CS,With_Deviant,With_Concurrent_Articulation,8,6,7,1,0,0,3,5,8,6,1,4,2,7,3,5
7,3,CS,With_Deviant,With_Concurrent_Articulation,5,2,7,0,0,0,0,8,5,2,7,3,8,4,1,6
7,4,CS,With_Deviant,With_Concurrent_Articulation,8,3,6,4,0,0,0,1,8,3,6,4,7,2,5,1
7,5,CS,With_Deviant,With_Concurrent_Articulation,2,7,5,1,0,0,0,6,2,5,1,7,4,6,3,8
7,6,CS,With_Deviant,With_Concurrent_Articulation,4,8,1,0,0,0,0,6,4,8,1,5,2,6,3,7
8,1,CS,No_Deviant,No_Concurrent_Articulation,7,2,1,0,0,4,3,8,6,2,5,1,4,7,3,8
8,2,CS,No_Deviant,No_Concurrent_Articulation,0,0,4,1,2,8,6,3,5,1,7,4,2,8,6,3
8,3,CS,No_Deviant,No_Concurrent_Articulation,0,0,0,0,0,7,5,1,4,2,8,6,3,7,5,1
8,4,CS,No_Deviant,No_Concurrent_Articulation,2,6,0,0,0,8,5,1,4,6,3,7,2,8,5,1
8,5,CS,No_Deviant,No_Concurrent_Articulation,6,8,1,0,0,3,5,2,6,8,4,7,1,3,5,2
8,6,CS,No_Deviant,No_Concurrent_Articulation,7,4,2,0,0,0,8,1,4,7,2,6,8,3,5,1
8,1,CS,With_Deviant,No_Concurrent_Articulation,0,0,1,7,4,2,6,3,5,8,1,4,7,2,6,3
8,2,CS,With_Deviant,No_Concurrent_Articulation,0,2,0,0,0,3,8,6,2,7,4,1,5,3,8,6
8,3,CS,With_Deviant,No_Concurrent_Articulation,5,1,7,0,0,6,2,8,5,3,7,1,4,6,2,8
8,4,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,0,0,4,7,6,2,8,3,5,1,4,7
8,5,CS,With_Deviant,No_Concurrent_Articulation,4,7,6,2,0,0,0,0,4,7,2,5,3,6,8,1
8,6,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,2,8,1,6,5,3,7,4,2,8,1,6
8,1,CS,No_Deviant,With_Concurrent_Articulation,3,2,7,5,0,0,0,8,2,7,3,5,1,6,4,8
8,2,CS,No_Deviant,With_Concurrent_Articulation,8,7,5,1,0,0,0,0,7,5,3,6,1,8,4,2
8,3,CS,No_Deviant,With_Concurrent_Articulation,8,0,0,0,1,5,4,7,2,6,4,8,1,5,3,7
8,4,CS,No_Deviant,With_Concurrent_Articulation,8,3,7,5,4,0,0,2,3,5,8,6,1,4,7,2
8,5,CS,No_Deviant,With_Concurrent_Articulation,8,3,4,0,0,0,7,2,3,8,4,6,1,5,2,7
8,6,CS,No_Deviant,With_Concurrent_Articulation,2,0,0,0,0,0,7,1,3,5,8,2,6,4,7,1
8,1,CS,With_Deviant,With_Concurrent_Articulation,5,3,8,1,0,0,0,0,5,3,8,1,7,4,2,6
8,2,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,0,7,3,5,8,6,1,4,2,7,3,5
8,3,CS,With_Deviant,With_Concurrent_Articulation,5,7,1,0,0,0,0,0,5,2,7,3,8,4,1,6
8,4,CS,With_Deviant,With_Concurrent_Articulation,8,5,4,0,0,0,0,0,8,3,6,4,7,2,5,1
8,5,CS,With_Deviant,With_Concurrent_Articulation,2,5,1,6,0,0,8,2,2,5,1,7,4,6,3,8
8,6,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,5,0,7,1,3,4,8,1,5,2,6,3,7
9,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,7,3,4,8,6,2,5,1,4,7,3,8
9,2,CS,No_Deviant,No_Concurrent_Articulation,5,1,7,4,2,6,1,3,5,1,7,4,2,8,6,3
9,3,CS,No_Deviant,No_Concurrent_Articulation,4,2,8,6,3,7,4,1,4,2,8,6,3,7,5,1
9,4,CS,No_Deviant,No_Concurrent_Articulation,4,6,2,7,3,8,4,1,4,6,3,7,2,8,5,1
9,5,CS,No_Deviant,No_Concurrent_Articulation,2,3,6,7,1,8,4,2,6,8,4,7,1,3,5,2
9,6,CS,No_Deviant,No_Concurrent_Articulation,4,7,2,6,8,3,4,1,4,7,2,6,8,3,5,1
9,1,CS,With_Deviant,No_Concurrent_Articulation,5,8,1,4,7,6,2,3,5,8,1,4,7,2,6,3
9,2,CS,With_Deviant,No_Concurrent_Articulation,0,0,0,0,0,0,0,0,2,7,4,1,5,3,8,6
9,3,CS,With_Deviant,No_Concurrent_Articulation,5,3,7,1,2,4,8,6,5,3,7,1,4,6,2,8
9,4,CS,With_Deviant,No_Concurrent_Articulation,6,2,8,3,5,6,1,7,6,2,8,3,5,1,4,7
9,5,CS,With_Deviant,No_Concurrent_Articulation,4,7,2,5,3,6,2,1,4,7,2,5,3,6,8,1
9,6,CS,With_Deviant,No_Concurrent_Articulation,5,8,7,4,2,3,1,6,5,3,7,4,2,8,1,6
9,1,CS,No_Deviant,With_Concurrent_Articulation,2,7,4,1,8,2,0,0,2,7,3,5,1,6,4,8
9,2,CS,No_Deviant,With_Concurrent_Articulation,7,3,6,1,5,4,0,0,7,5,3,6,1,8,4,2
9,3,CS,No_Deviant,With_Concurrent_Articulation,2,3,6,1,7,4,8,0,2,6,4,8,1,5,3,7
9,4,CS,No_Deviant,With_Concurrent_Articulation,3,5,8,7,1,0,0,0,3,5,8,6,1,4,7,2
9,5,CS,No_Deviant,With_Concurrent_Articulation,3,8,1,6,4,5,0,0,3,8,4,6,1,5,2,7
9,6,CS,No_Deviant,With_Concurrent_Articulation,6,1,7,5,2,0,0,0,3,5,8,2,6,4,7,1
9,1,CS,With_Deviant,With_Concurrent_Articulation,5,3,1,4,7,0,0,0,5,3,8,1,7,4,2,6
9,2,CS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,0,0,8,6,1,4,2,7,3,5
9,3,CS,With_Deviant,With_Concurrent_Articulation,5,2,7,1,6,4,0,0,5,2,7,3,8,4,1,6
9,4,CS,With_Deviant,With_Concurrent_Articulation,8,6,7,1,4,5,0,0,8,3,6,4,7,2,5,1
9,5,CS,With_Deviant,With_Concurrent_Articulation,2,6,1,4,5,0,0,0,2,5,1,7,4,6,3,8
9,6,CS,With_Deviant,With_Concurrent_Articulation,4,8,7,1,6,3,2,0,4,8,1,5,2,6,3,7
10,1,CS,No_Deviant,No_Concurrent_Articulation,6,2,5,4,1,7,3,8,6,2,5,1,4,7,3,8
10,2,CS,No_Deviant,No_Concurrent_Articulation,5,2,7,8,4,1,0,6,5,1,7,4,2,8,6,3
10,3,CS,No_Deviant,No_Concurrent_Articulation,4,2,8,6,3,7,5,1,4,2,8,6,3,7,5,1
10,4,CS,No_Deviant,No_Concurrent_Articulation,4,6,2,3,7,8,5,1,4,6,3,7,2,8,5,1
10,5,CS,No_Deviant,No_Concurrent_Articulation,6,8,4,7,0,3,5,2,6,8,4,7,1,3,5,2
10,6,CS,No_Deviant,No_Concurrent_Articulation,4,7,2,6,8,3,5,1,4,7,2,6,8,3,5,1
10,1,CS,With_Deviant,No_Concurrent_Articulation,5,8,1,4,7,6,2,3,5,8,1,4,7,2,6,3
