Participant,Trial,State,Deviant,Concurrent_Articulation,I1,I2,I3,I4,I5,I6,I7,I8,O1,O2,O3,O4,O5,O6,O7,O8
10,4,SS,No_Deviant,With_Concurrent_Articulation,4,8,7,5,0,0,1,3,4,7,5,2,6,8,1,3
10,5,SS,No_Deviant,With_Concurrent_Articulation,8,3,6,7,4,0,7,5,3,8,4,1,6,2,5,7
10,6,SS,No_Deviant,With_Concurrent_Articulation,2,5,7,8,4,6,3,1,2,5,7,3,6,4,8,1
10,1,SS,With_Deviant,With_Concurrent_Articulation,5,0,4,6,0,1,7,3,5,8,4,2,6,1,7,3
10,2,SS,With_Deviant,With_Concurrent_Articulation,2,0,0,8,4,0,1,6,3,5,7,4,8,2,6,1
10,3,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,5,1,3,7,2,6,4,8,5,1,3,7,2
10,4,SS,With_Deviant,With_Concurrent_Articulation,6,3,1,7,5,8,0,0,6,3,8,1,4,2,7,5
10,5,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,2,1,7,4,5,8,1,3,6,2,4,7,5
10,6,SS,With_Deviant,With_Concurrent_Articulation,4,0,0,5,3,7,1,6,4,2,8,5,3,7,1,6
11,1,SS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,5,8,6,2,5,1,4,7,3,8
11,2,SS,No_Deviant,No_Concurrent_Articulation,7,1,5,3,6,2,4,8,7,1,5,3,6,4,2,8
11,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,8,1,3,4,7,1,6,2,5,8,3
11,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,2,6,8,1,0,4,7,5,2,6,8,1,3
11,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,6,2,5,7,3,8,4,1,6,2,5,7
11,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,7,3,6,2,4,1,2,5,7,3,6,4,8,1
11,1,SS,With_Deviant,No_Concurrent_Articulation,5,2,4,1,7,6,2,3,5,8,4,2,6,1,7,3
11,2,SS,With_Deviant,No_Concurrent_Articulation,3,5,7,4,8,3,6,1,3,5,7,4,8,2,6,1
11,3,SS,With_Deviant,No_Concurrent_Articulation,4,0,0,0,1,3,7,2,6,4,8,5,1,3,7,2
11,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,2,7,5,6,3,8,1,4,2,7,5
11,5,SS,With_Deviant,No_Concurrent_Articulation,8,3,1,6,2,1,7,5,8,1,3,6,2,4,7,5
11,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,3,7,1,6,4,2,8,5,3,7,1,6
11,1,SS,No_Deviant,With_Concurrent_Articulation,3,6,8,0,0,0,0,0,3,6,8,1,7,5,2,4
11,2,SS,No_Deviant,With_Concurrent_Articulation,8,4,7,0,0,0,0,0,8,4,7,1,6,3,5,2
11,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,0,0,0,0,0,0,2,5,8,1,7,3,6,4
11,4,SS,No_Deviant,With_Concurrent_Articulation,3,0,0,0,0,0,0,4,3,6,1,8,2,5,7,4
11,5,SS,No_Deviant,With_Concurrent_Articulation,0,4,7,2,0,0,0,0,6,4,7,2,8,5,1,3
11,6,SS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,0,5,6,2,8,3,7,4,1,5
11,1,SS,With_Deviant,With_Concurrent_Articulation,2,7,0,0,0,0,4,6,2,7,5,3,8,1,4,6
11,2,SS,With_Deviant,With_Concurrent_Articulation,4,1,6,8,0,0,0,0,4,1,6,8,3,5,2,7
11,3,SS,With_Deviant,With_Concurrent_Articulation,4,6,0,0,0,0,0,0,5,1,4,8,2,6,3,7
11,4,SS,With_Deviant,With_Concurrent_Articulation,6,2,0,0,0,0,0,8,6,2,5,7,3,1,4,8
11,5,SS,With_Deviant,With_Concurrent_Articulation,8,5,0,0,0,0,0,1,8,5,2,6,4,7,3,1
11,6,SS,With_Deviant,With_Concurrent_Articulation,5,7,4,0,0,0,0,0,5,7,4,2,6,8,3,1
12,1,SS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,3,8,6,2,5,1,4,7,3,8
12,2,SS,No_Deviant,No_Concurrent_Articulation,7,1,5,3,6,4,2,8,7,1,5,3,6,4,2,8
12,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,5,8,3,4,7,1,6,2,5,8,3
12,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,2,6,8,1,3,4,7,5,2,6,8,1,3
12,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,6,2,5,7,3,8,4,1,6,2,5,7
12,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,7,3,6,4,8,1,2,5,7,3,6,4,8,1
12,1,SS,With_Deviant,No_Concurrent_Articulation,5,8,4,2,6,1,7,3,5,8,4,2,6,1,7,3
12,2,SS,With_Deviant,No_Concurrent_Articulation,3,5,7,4,8,2,6,1,3,5,7,4,8,2,6,1
12,3,SS,With_Deviant,No_Concurrent_Articulation,6,4,8,5,1,3,7,2,6,4,8,5,1,3,7,2
12,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,2,7,5,6,3,8,1,4,2,7,5
12,5,SS,With_Deviant,No_Concurrent_Articulation,8,1,3,6,2,4,7,5,8,1,3,6,2,4,7,5
12,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,3,7,1,6,4,2,8,5,3,7,1,6
12,1,SS,No_Deviant,With_Concurrent_Articulation,3,6,8,1,7,5,2,4,3,6,8,1,7,5,2,4
12,2,SS,No_Deviant,With_Concurrent_Articulation,6,4,7,2,1,8,3,5,8,4,7,1,6,3,5,2
12,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,8,1,7,6,3,4,2,5,8,1,7,3,6,4
12,4,SS,No_Deviant,With_Concurrent_Articulation,2,6,1,8,2,5,4,7,3,6,1,8,2,5,7,4
12,5,SS,No_Deviant,With_Concurrent_Articulation,6,4,7,2,1,8,5,3,6,4,7,2,8,5,1,3
12,6,SS,No_Deviant,With_Concurrent_Articulation,6,2,7,8,3,4,1,3,6,2,8,3,7,4,1,5
12,1,SS,With_Deviant,With_Concurrent_Articulation,2,7,5,3,8,1,6,4,2,7,5,3,8,1,4,6
12,2,SS,With_Deviant,With_Concurrent_Articulation,4,1,6,3,8,5,2,7,4,1,6,8,3,5,2,7
12,3,SS,With_Deviant,With_Concurrent_Articulation,5,1,4,2,8,6,3,7,5,1,4,8,2,6,3,7
12,4,SS,With_Deviant,With_Concurrent_Articulation,6,2,5,7,3,1,4,8,6,2,5,7,3,1,4,8
12,5,SS,With_Deviant,With_Concurrent_Articulation,8,5,2,6,4,1,7,3,8,5,2,6,4,7,3,1
12,6,SS,With_Deviant,With_Concurrent_Articulation,5,7,4,2,6,8,1,3,5,7,4,2,6,8,3,1
13,1,SS,No_Deviant,No_Concurrent_Articulation,6,5,2,1,3,7,8,4,6,2,5,1,4,7,3,8
13,2,SS,No_Deviant,No_Concurrent_Articulation,7,1,5,3,6,4,2,8,7,1,5,3,6,4,2,8
13,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,5,8,3,4,7,1,6,2,5,8,3
13,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,2,6,8,1,3,4,7,5,2,6,8,1,3
13,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,6,2,5,7,3,8,4,1,6,2,5,7
13,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,7,3,6,4,8,1,2,5,7,3,6,4,8,1
13,1,SS,With_Deviant,No_Concurrent_Articulation,5,8,4,2,6,1,7,3,5,8,4,2,6,1,7,3
13,2,SS,With_Deviant,No_Concurrent_Articulation,3,5,7,4,8,6,2,1,3,5,7,4,8,2,6,1
13,3,SS,With_Deviant,No_Concurrent_Articulation,6,4,8,5,1,3,7,2,6,4,8,5,1,3,7,2
13,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,2,7,5,6,3,8,1,4,2,7,5
13,5,SS,With_Deviant,No_Concurrent_Articulation,8,1,3,6,2,4,7,5,8,1,3,6,2,4,7,5
13,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,3,7,1,6,4,2,8,5,3,7,1,6
13,1,SS,No_Deviant,With_Concurrent_Articulation,8,3,6,8,0,0,4,1,3,6,8,1,7,5,2,4
13,2,SS,No_Deviant,With_Concurrent_Articulation,8,4,0,0,0,3,5,2,8,4,7,1,6,3,5,2
13,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,8,1,0,0,0,0,2,5,8,1,7,3,6,4
13,4,SS,No_Deviant,With_Concurrent_Articulation,3,6,1,0,0,0,7,4,3,6,1,8,2,5,7,4
13,5,SS,No_Deviant,With_Concurrent_Articulation,6,4,7,0,0,5,1,3,6,4,7,2,8,5,1,3
13,6,SS,No_Deviant,With_Concurrent_Articulation,6,2,8,0,0,0,0,5,6,2,8,3,7,4,1,5
13,1,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,8,4,1,6,2,7,5,3,8,1,4,6
13,2,SS,With_Deviant,With_Concurrent_Articulation,4,1,6,8,3,0,0,0,4,1,6,8,3,5,2,7
13,3,SS,With_Deviant,With_Concurrent_Articulation,5,4,1,8,0,0,7,3,5,1,4,8,2,6,3,7
13,4,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,4,8,6,2,5,7,3,1,4,8
13,5,SS,With_Deviant,With_Concurrent_Articulation,5,2,6,4,0,0,0,7,8,5,2,6,4,7,3,1
13,6,SS,With_Deviant,With_Concurrent_Articulation,5,7,4,2,0,0,0,1,5,7,4,2,6,8,3,1
14,1,SS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,0,0,0,6,2,5,1,4,7,3,8
14,2,SS,No_Deviant,No_Concurrent_Articulation,7,1,5,3,4,6,8,2,7,1,5,3,6,4,2,8
14,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,0,0,0,4,7,1,6,2,5,8,3
14,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,2,0,0,0,3,4,7,5,2,6,8,1,3
14,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,0,0,6,2,3,8,4,1,6,2,5,7
14,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,3,6,4,8,7,1,2,5,7,3,6,4,8,1
14,1,SS,With_Deviant,No_Concurrent_Articulation,5,8,4,2,0,0,0,6,5,8,4,2,6,1,7,3
14,2,SS,With_Deviant,No_Concurrent_Articulation,3,5,7,0,0,0,0,1,3,5,7,4,8,2,6,1
14,3,SS,With_Deviant,No_Concurrent_Articulation,6,4,5,0,0,0,0,0,6,4,8,5,1,3,7,2
14,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,0,0,0,6,3,8,1,4,2,7,5
14,5,SS,With_Deviant,No_Concurrent_Articulation,8,1,3,6,0,0,5,7,8,1,3,6,2,4,7,5
14,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,0,0,0,0,4,2,8,5,3,7,1,6
14,1,SS,No_Deviant,With_Concurrent_Articulation,3,6,8,0,0,0,0,4,3,6,8,1,7,5,2,4
14,2,SS,No_Deviant,With_Concurrent_Articulation,4,0,0,0,0,0,0,2,8,4,7,1,6,3,5,2
14,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,8,0,0,0,0,4,2,5,8,1,7,3,6,4
14,4,SS,No_Deviant,With_Concurrent_Articulation,3,6,1,0,0,0,0,0,3,6,1,8,2,5,7,4
14,5,SS,No_Deviant,With_Concurrent_Articulation,2,6,4,0,0,0,0,0,6,4,7,2,8,5,1,3
14,6,SS,No_Deviant,With_Concurrent_Articulation,6,2,0,0,0,0,0,5,6,2,8,3,7,4,1,5
14,1,SS,With_Deviant,With_Concurrent_Articulation,2,7,5,0,0,0,0,0,2,7,5,3,8,1,4,6
14,2,SS,With_Deviant,With_Concurrent_Articulation,4,1,6,0,0,0,0,7,4,1,6,8,3,5,2,7
14,3,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,0,7,5,1,4,8,2,6,3,7
14,4,SS,With_Deviant,With_Concurrent_Articulation,6,2,5,0,0,0,0,0,6,2,5,7,3,1,4,8
14,5,SS,With_Deviant,With_Concurrent_Articulation,8,5,2,0,0,0,0,1,8,5,2,6,4,7,3,1
14,6,SS,With_Deviant,With_Concurrent_Articulation,5,7,4,0,0,0,0,0,5,7,4,2,6,8,3,1
15,1,SS,No_Deviant,No_Concurrent_Articulation,3,6,8,1,7,5,2,4,3,6,8,1,7,5,2,4
15,2,SS,No_Deviant,No_Concurrent_Articulation,8,4,7,1,6,3,5,2,8,4,7,1,6,3,5,2
15,3,SS,No_Deviant,No_Concurrent_Articulation,2,5,8,1,0,0,3,6,2,5,8,1,7,3,6,4
15,4,SS,No_Deviant,No_Concurrent_Articulation,3,6,1,8,2,5,7,4,3,6,1,8,2,5,7,4
15,5,SS,No_Deviant,No_Concurrent_Articulation,6,4,7,2,8,5,1,3,6,4,7,2,8,5,1,3
15,6,SS,No_Deviant,No_Concurrent_Articulation,6,2,8,3,7,4,1,5,6,2,8,3,7,4,1,5
15,1,SS,With_Deviant,No_Concurrent_Articulation,2,7,5,3,8,1,4,6,2,7,5,3,8,1,4,6
15,2,SS,With_Deviant,No_Concurrent_Articulation,4,1,6,8,3,5,2,7,2,7,5,3,8,6,1,4
15,3,SS,With_Deviant,No_Concurrent_Articulation,5,1,4,8,2,6,3,7,5,1,4,8,2,6,3,7
15,4,SS,With_Deviant,No_Concurrent_Articulation,6,2,5,7,3,1,4,8,6,2,5,7,3,1,4,8
15,5,SS,With_Deviant,No_Concurrent_Articulation,8,5,2,6,4,7,3,1,8,5,2,6,4,7,3,1
15,6,SS,With_Deviant,No_Concurrent_Articulation,5,7,4,2,6,8,3,1,5,7,4,2,6,8,3,1
15,1,SS,No_Deviant,With_Concurrent_Articulation,0,0,8,4,0,2,5,7,3,6,8,1,7,5,2,4
15,2,SS,No_Deviant,With_Concurrent_Articulation,6,2,3,7,8,4,1,5,8,4,7,1,6,3,5,2
15,3,SS,No_Deviant,With_Concurrent_Articulation,6,4,0,0,0,5,1,3,2,5,8,1,7,3,6,4
15,4,SS,No_Deviant,With_Concurrent_Articulation,2,7,0,1,0,0,8,5,3,6,1,8,2,5,7,4
15,5,SS,No_Deviant,With_Concurrent_Articulation,3,7,4,6,1,8,5,2,6,4,7,2,8,5,1,3
15,6,SS,No_Deviant,With_Concurrent_Articulation,4,2,6,8,5,7,3,1,6,2,8,3,7,4,1,5
15,1,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,3,6,7,1,2,7,5,3,8,1,4,6
15,2,SS,With_Deviant,With_Concurrent_Articulation,2,6,8,4,2,5,7,1,4,1,6,8,3,5,2,7
15,3,SS,With_Deviant,With_Concurrent_Articulation,3,1,0,0,0,0,5,7,5,1,4,8,2,6,3,7
15,4,SS,With_Deviant,With_Concurrent_Articulation,3,5,0,0,0,2,6,1,6,2,5,7,3,1,4,8
15,5,SS,With_Deviant,With_Concurrent_Articulation,2,4,8,6,3,5,7,1,8,5,2,6,4,7,3,1
15,6,SS,With_Deviant,With_Concurrent_Articulation,3,5,8,6,1,4,2,7,5,7,4,2,6,8,3,1
16,1,SS,No_Deviant,No_Concurrent_Articulation,3,6,8,5,7,4,2,3,3,6,8,1,7,5,2,4
16,2,SS,No_Deviant,No_Concurrent_Articulation,8,1,7,4,6,3,5,2,8,4,7,1,6,3,5,2
16,3,SS,No_Deviant,No_Concurrent_Articulation,2,5,8,1,7,3,6,4,2,5,8,1,7,3,6,4
16,4,SS,No_Deviant,No_Concurrent_Articulation,3,6,1,8,2,5,7,4,3,6,1,8,2,5,7,4
16,5,SS,No_Deviant,No_Concurrent_Articulation,6,4,7,2,8,5,1,3,6,4,7,2,8,5,1,3
16,6,SS,No_Deviant,No_Concurrent_Articulation,6,2,8,3,7,4,1,5,6,2,8,3,7,4,1,5
16,1,SS,With_Deviant,No_Concurrent_Articulation,2,7,5,3,6,1,2,4,2,7,5,3,8,1,4,6
16,2,SS,With_Deviant,No_Concurrent_Articulation,4,1,6,8,3,5,2,1,2,7,5,3,8,6,1,4
16,3,SS,With_Deviant,No_Concurrent_Articulation,5,1,4,8,2,6,3,7,5,1,4,8,2,6,3,7
16,4,SS,With_Deviant,No_Concurrent_Articulation,6,2,5,7,3,1,6,5,6,2,5,7,3,1,4,8
16,5,SS,With_Deviant,No_Concurrent_Articulation,8,5,2,6,4,7,3,1,8,5,2,6,4,7,3,1
16,6,SS,With_Deviant,No_Concurrent_Articulation,5,7,4,2,6,8,3,1,5,7,4,2,6,8,3,1
16,1,SS,No_Deviant,With_Concurrent_Articulation,6,1,7,8,0,0,5,3,6,2,5,1,4,7,3,8
16,2,SS,No_Deviant,With_Concurrent_Articulation,5,3,7,1,0,0,0,0,7,1,5,3,6,4,2,8
16,3,SS,No_Deviant,With_Concurrent_Articulation,0,7,1,6,2,0,0,0,4,7,1,6,2,5,8,3
16,4,SS,No_Deviant,With_Concurrent_Articulation,4,7,5,2,0,0,1,0,4,7,5,2,6,8,1,3
16,5,SS,No_Deviant,With_Concurrent_Articulation,3,1,4,8,6,0,0,0,3,8,4,1,6,2,5,7
16,6,SS,No_Deviant,With_Concurrent_Articulation,2,5,7,3,0,0,0,0,2,5,7,3,6,4,8,1
16,1,SS,With_Deviant,With_Concurrent_Articulation,5,8,4,3,0,0,0,0,5,8,4,2,6,1,7,3
16,2,SS,With_Deviant,With_Concurrent_Articulation,3,5,7,4,0,0,0,0,3,5,7,4,8,2,6,1
16,3,SS,With_Deviant,With_Concurrent_Articulation,6,4,8,5,0,0,0,0,6,4,8,5,1,3,7,2
16,4,SS,With_Deviant,With_Concurrent_Articulation,8,1,6,3,4,7,0,0,6,3,8,1,4,2,7,5
16,5,SS,With_Deviant,With_Concurrent_Articulation,8,1,3,6,2,0,0,0,8,1,3,6,2,4,7,5
16,6,SS,With_Deviant,With_Concurrent_Articulation,4,2,8,5,0,0,0,0,4,2,8,5,3,7,1,6
17,1,SS,No_Deviant,No_Concurrent_Articulation,3,6,8,1,7,5,0,4,3,6,8,1,7,5,2,4
17,2,SS,No_Deviant,No_Concurrent_Articulation,8,6,7,1,4,3,5,2,8,4,7,1,6,3,5,2
17,3,SS,No_Deviant,No_Concurrent_Articulation,2,5,8,1,7,3,6,4,2,5,8,1,7,3,6,4
17,4,SS,No_Deviant,No_Concurrent_Articulation,3,6,1,8,2,5,7,4,3,6,1,8,2,5,7,4
17,5,SS,No_Deviant,No_Concurrent_Articulation,6,4,7,2,8,5,1,3,6,4,7,2,8,5,1,3
17,6,SS,No_Deviant,No_Concurrent_Articulation,6,2,8,3,7,4,0,1,6,2,8,3,7,4,1,5
17,1,SS,With_Deviant,No_Concurrent_Articulation,2,7,5,3,8,1,6,4,2,7,5,3,8,1,4,6
17,2,SS,With_Deviant,No_Concurrent_Articulation,4,1,6,8,3,5,2,7,4,1,6,8,3,5,2,7
17,3,SS,With_Deviant,No_Concurrent_Articulation,5,1,4,8,2,6,3,7,5,1,4,8,2,6,3,7
17,4,SS,With_Deviant,No_Concurrent_Articulation,6,2,5,7,3,1,4,8,6,2,5,7,3,1,4,8
17,5,SS,With_Deviant,No_Concurrent_Articulation,8,5,2,6,4,7,0,0,8,5,2,6,4,7,3,1
17,6,SS,With_Deviant,No_Concurrent_Articulation,5,7,4,2,6,8,0,1,5,7,4,2,6,8,3,1
17,1,SS,No_Deviant,With_Concurrent_Articulation,6,7,1,0,0,0,8,3,6,2,5,1,4,7,3,8
17,2,SS,No_Deviant,With_Concurrent_Articulation,0,0,0,3,6,4,2,8,7,1,5,3,6,4,2,8
17,3,SS,No_Deviant,With_Concurrent_Articulation,4,7,1,6,0,0,8,3,4,7,1,6,2,5,8,3
17,4,SS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,8,1,3,4,7,5,2,6,8,1,3
17,5,SS,No_Deviant,With_Concurrent_Articulation,3,8,4,6,0,0,0,7,3,8,4,1,6,2,5,7
17,6,SS,No_Deviant,With_Concurrent_Articulation,2,5,7,3,6,4,8,1,2,5,7,3,6,4,8,1
17,1,SS,With_Deviant,With_Concurrent_Articulation,5,8,4,0,0,0,7,1,5,8,4,2,6,1,7,3
17,2,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,4,8,2,3,7,3,5,7,4,8,2,6,1
17,3,SS,With_Deviant,With_Concurrent_Articulation,6,4,8,0,0,0,0,7,6,4,8,5,1,3,7,2
17,4,SS,With_Deviant,With_Concurrent_Articulation,6,3,8,1,4,0,0,0,6,3,8,1,4,2,7,5
17,5,SS,With_Deviant,With_Concurrent_Articulation,8,1,3,0,2,4,0,7,8,1,3,6,2,4,7,5
17,6,SS,With_Deviant,With_Concurrent_Articulation,4,2,8,0,0,0,6,7,4,2,8,5,3,7,1,6
18,1,SS,No_Deviant,No_Concurrent_Articulation,3,6,8,1,7,5,2,4,3,6,8,1,7,5,2,4
18,2,SS,No_Deviant,No_Concurrent_Articulation,8,4,7,6,3,5,0,1,8,4,7,1,6,3,5,2
18,3,SS,No_Deviant,No_Concurrent_Articulation,2,5,8,1,7,3,6,4,2,5,8,1,7,3,6,4
18,4,SS,No_Deviant,No_Concurrent_Articulation,3,6,1,8,2,5,4,7,3,6,1,8,2,5,7,4
18,5,SS,No_Deviant,No_Concurrent_Articulation,6,4,7,2,8,5,1,3,6,4,7,2,8,5,1,3
18,6,SS,No_Deviant,No_Concurrent_Articulation,6,2,8,3,0,0,7,5,6,2,8,3,7,4,1,5
18,1,SS,With_Deviant,No_Concurrent_Articulation,2,5,8,7,3,1,4,6,2,7,5,3,8,1,4,6
18,2,SS,With_Deviant,No_Concurrent_Articulation,4,1,6,8,3,5,2,7,4,1,6,8,3,5,2,7
18,3,SS,With_Deviant,No_Concurrent_Articulation,5,1,8,2,4,6,3,7,5,1,4,8,2,6,3,7
18,4,SS,With_Deviant,No_Concurrent_Articulation,6,2,5,7,0,1,0,4,6,2,5,7,3,1,4,8
18,5,SS,With_Deviant,No_Concurrent_Articulation,8,5,2,6,0,0,3,1,8,5,2,6,4,7,3,1
18,6,SS,With_Deviant,No_Concurrent_Articulation,5,7,4,2,6,8,3,1,5,7,4,2,6,8,3,1
18,1,SS,No_Deviant,With_Concurrent_Articulation,6,2,0,0,0,0,3,8,6,2,5,1,4,7,3,8
18,2,SS,No_Deviant,With_Concurrent_Articulation,7,1,5,3,0,0,0,0,7,1,5,3,6,4,2,8
18,3,SS,No_Deviant,With_Concurrent_Articulation,6,0,0,0,0,0,8,3,4,7,1,6,2,5,8,3
18,4,SS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,3,1,8,4,7,5,2,6,8,1,3
18,5,SS,No_Deviant,With_Concurrent_Articulation,3,8,4,1,0,0,0,7,3,8,4,1,6,2,5,7
18,6,SS,No_Deviant,With_Concurrent_Articulation,2,7,3,5,0,0,1,6,2,5,7,3,6,4,8,1
18,1,SS,With_Deviant,With_Concurrent_Articulation,0,0,0,0,6,7,1,3,5,8,4,2,6,1,7,3
18,2,SS,With_Deviant,With_Concurrent_Articulation,3,5,7,4,8,0,0,1,3,5,7,4,8,2,6,1
18,3,SS,With_Deviant,With_Concurrent_Articulation,6,4,8,0,0,7,2,1,6,4,8,5,1,3,7,2
18,4,SS,With_Deviant,With_Concurrent_Articulation,6,3,8,1,0,0,0,4,6,3,8,1,4,2,7,5
18,5,SS,With_Deviant,With_Concurrent_Articulation,8,1,0,0,0,3,7,5,8,1,3,6,2,4,7,5
18,6,SS,With_Deviant,With_Concurrent_Articulation,4,2,8,0,0,1,7,6,4,2,8,5,3,7,1,6
19,1,SS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,3,8,6,2,5,1,4,7,3,8
19,2,SS,No_Deviant,No_Concurrent_Articulation,7,3,5,1,6,4,2,8,7,1,5,3,6,4,2,8
19,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,5,8,3,4,7,1,6,2,5,8,3
19,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,2,6,8,1,3,4,7,5,2,6,8,1,3
19,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,6,2,5,7,3,8,4,1,6,2,5,7
19,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,7,3,6,4,8,1,2,5,7,3,6,4,8,1
19,1,SS,With_Deviant,No_Concurrent_Articulation,5,8,4,2,6,1,7,3,5,8,4,2,6,1,7,3
19,2,SS,With_Deviant,No_Concurrent_Articulation,3,4,7,5,8,2,6,1,3,5,7,4,8,2,6,1
19,3,SS,With_Deviant,No_Concurrent_Articulation,6,4,8,5,1,3,7,2,6,4,8,5,1,3,7,2
19,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,2,7,5,6,3,8,1,4,2,7,5
19,5,SS,With_Deviant,No_Concurrent_Articulation,8,1,3,6,2,4,7,5,8,1,3,6,2,4,7,5
19,6,SS,With_Deviant,No_Concurrent_Articulation,4,2,8,5,3,7,1,6,4,2,8,5,3,7,1,6
19,1,SS,No_Deviant,With_Concurrent_Articulation,3,6,8,1,0,0,0,4,3,6,8,1,7,5,2,4
19,2,SS,No_Deviant,With_Concurrent_Articulation,8,4,7,1,0,0,5,2,8,4,7,1,6,3,5,2
19,3,SS,No_Deviant,With_Concurrent_Articulation,2,5,8,1,7,3,6,4,2,5,8,1,7,3,6,4
19,4,SS,No_Deviant,With_Concurrent_Articulation,3,6,1,8,7,0,0,0,3,6,1,8,2,5,7,4
19,5,SS,No_Deviant,With_Concurrent_Articulation,0,4,7,2,8,0,0,0,6,4,7,2,8,5,1,3
19,6,SS,No_Deviant,With_Concurrent_Articulation,0,0,0,0,0,0,1,5,6,2,8,3,7,4,1,5
19,1,SS,With_Deviant,With_Concurrent_Articulation,2,7,5,4,0,0,0,6,2,7,5,3,8,1,4,6
19,2,SS,With_Deviant,With_Concurrent_Articulation,4,1,6,8,0,0,0,7,4,1,6,8,3,5,2,7
19,3,SS,With_Deviant,With_Concurrent_Articulation,5,1,4,8,0,0,0,7,5,1,4,8,2,6,3,7
19,4,SS,With_Deviant,With_Concurrent_Articulation,6,2,5,7,0,0,0,8,6,2,5,7,3,1,4,8
19,5,SS,With_Deviant,With_Concurrent_Articulation,8,5,2,6,4,0,0,0,8,5,2,6,4,7,3,1
19,6,SS,With_Deviant,With_Concurrent_Articulation,5,4,7,2,0,0,0,1,5,7,4,2,6,8,3,1
20,1,SS,No_Deviant,No_Concurrent_Articulation,6,2,5,1,4,7,3,8,6,2,5,1,4,7,3,8
20,2,SS,No_Deviant,No_Concurrent_Articulation,7,1,5,3,6,4,2,8,7,1,5,3,6,4,2,8
20,3,SS,No_Deviant,No_Concurrent_Articulation,4,7,1,6,2,5,3,8,4,7,1,6,2,5,8,3
20,4,SS,No_Deviant,No_Concurrent_Articulation,4,7,5,6,2,8,1,3,4,7,5,2,6,8,1,3
20,5,SS,No_Deviant,No_Concurrent_Articulation,3,8,4,1,6,2,5,7,3,8,4,1,6,2,5,7
20,6,SS,No_Deviant,No_Concurrent_Articulation,2,5,7,3,6,4,8,1,2,5,7,3,6,4,8,1
20,1,SS,With_Deviant,No_Concurrent_Articulation,5,8,4,6,2,3,7,1,5,8,4,2,6,1,7,3
20,2,SS,With_Deviant,No_Concurrent_Articulation,3,5,7,4,8,2,1,6,3,5,7,4,8,2,6,1
20,3,SS,With_Deviant,No_Concurrent_Articulation,6,4,8,5,1,3,7,2,6,4,8,5,1,3,7,2
20,4,SS,With_Deviant,No_Concurrent_Articulation,6,3,8,1,4,2,5,7,6,3,8,1,4,2,7,5
20,5,SS,With_Deviant,No_Concurrent_Articulation,8,1,3,6,2,4,7,5,8,1,3,6,2,4,7,5
