Participant,Trial,State,Deviant,I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
5,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,4,7,1
5,6,CS,No_Deviant,8,2,5,7,4,6,8,2,4,5,7,1
5,7,CS,No_Deviant,5,1,7,4,2,8,5,7,1,4,2,8
5,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,1,5
5,10,CS,No_Deviant,2,7,5,1,4,8,6,7,2,4,5,8
5,11,CS,No_Deviant,6,4,7,2,8,3,6,4,2,7,3,8
5,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,4,1
5,13,CS,No_Deviant,8,3,6,2,5,7,8,6,3,2,4,8
5,14,CS,No_Deviant,3,1,7,4,6,8,3,7,1,4,6,8
5,15,CS,No_Deviant,5,7,3,6,2,4,6,4,7,5,3,8
5,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,3,5,7
5,17,CS,No_Deviant,4,2,8,6,3,7,4,2,6,8,7,3
5,19,CS,No_Deviant,4,2,8,6,3,5,4,2,6,8,7,3
5,20,CS,No_Deviant,2,6,4,8,1,7,2,4,6,8,7,3
5,21,CS,No_Deviant,5,2,7,3,8,4,5,7,3,8,4,2
5,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,7
5,23,CS,No_Deviant,3,1,8,5,2,6,3,5,1,8,6,2
5,24,CS,No_Deviant,2,4,7,1,8,5,6,7,2,4,8,5
5,25,CS,No_Deviant,8,1,5,2,6,3,8,7,3,5,1,2
5,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,8
5,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,5,2
5,29,CS,No_Deviant,4,8,6,3,7,2,4,8,6,7,3,2
5,30,CS,No_Deviant,3,1,7,5,2,6,3,6,1,7,5,3
5,31,CS,No_Deviant,6,2,8,1,4,7,6,2,8,4,7,1
5,32,CS,No_Deviant,4,6,3,7,1,5,6,4,1,7,5,3
5,33,CS,No_Deviant,5,3,6,4,2,8,5,7,3,6,1,2
5,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,3
5,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,7,1,4
5,37,CS,No_Deviant,8,5,1,7,3,6,8,7,5,6,1,4
5,38,CS,No_Deviant,3,7,4,2,6,8,7,3,4,6,8,2
5,39,CS,No_Deviant,5,2,7,3,1,6,5,7,2,3,1,8
5,40,CS,No_Deviant,4,7,2,6,8,3,4,7,6,8,4,3
5,42,CS,No_Deviant,4,7,3,8,5,2,4,7,8,6,5,6
5,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,4,2,1
5,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
5,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,3,1
5,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,7,4,2
5,8,CS,With_Deviant,2,7,4,1,5,3,4,7,2,6,8,1
5,18,CS,With_Deviant,5,3,7,1,4,6,5,7,3,1,4,6
5,27,CS,With_Deviant,6,2,8,3,5,1,6,2,8,5,3,7
5,35,CS,With_Deviant,4,7,2,5,3,6,4,6,7,5,1,2
5,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,2,8
5,1,SS,No_Deviant,2,5,1,8,4,6,2,5,1,6,8,4
5,2,SS,No_Deviant,7,1,4,2,6,8,7,2,4,6,1,8
5,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,7
5,4,SS,No_Deviant,3,6,8,1,7,5,6,3,7,8,1,5
5,6,SS,No_Deviant,5,2,4,6,1,8,6,4,2,8,5,1
5,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,3,2,1
5,9,SS,No_Deviant,3,6,2,7,5,8,3,5,6,7,2,9
5,10,SS,No_Deviant,2,5,7,4,6,1,7,2,5,4,6,1
5,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,4,1
5,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,3,7
5,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,6,4,1
5,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,2,1
5,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,3,4,2
5,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,5,3
5,17,SS,No_Deviant,2,5,8,1,7,3,4,3,8,7,2,1
5,19,SS,No_Deviant,3,8,2,6,1,4,3,8,6,4,2,1
5,20,SS,No_Deviant,7,2,4,8,5,1,7,6,2,8,4,3
5,21,SS,No_Deviant,2,6,3,1,4,7,6,3,1,4,7,2
5,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,3,1
5,23,SS,No_Deviant,4,1,7,3,6,8,4,6,1,7,3,8
5,24,SS,No_Deviant,3,5,2,7,4,6,3,5,2,7,4,6
5,25,SS,No_Deviant,5,1,7,4,8,2,5,7,4,1,8,2
5,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,8,2,5
5,28,SS,No_Deviant,2,6,8,5,7,3,6,2,8,5,7,3
5,29,SS,No_Deviant,3,7,5,1,8,4,7,3,5,8,2,4
5,30,SS,No_Deviant,5,8,4,6,1,3,5,8,6,4,2,1
5,31,SS,No_Deviant,8,4,7,3,5,2,8,6,4,2,7,3
5,32,SS,No_Deviant,3,6,8,5,1,7,6,3,8,5,7,2
5,33,SS,No_Deviant,2,8,5,7,4,6,8,5,2,6,7,4
5,34,SS,No_Deviant,6,4,7,2,8,5,6,5,2,7,4,1
5,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,6,3,1
5,37,SS,No_Deviant,8,5,2,4,7,3,8,5,4,7,1,3
5,38,SS,No_Deviant,6,1,8,3,5,2,3,8,4,6,1,2
5,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,3,1
5,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,7,3,4
5,42,SS,No_Deviant,4,6,2,5,7,1,6,4,2,7,5,1
5,43,SS,No_Deviant,2,8,4,7,1,6,8,2,4,7,5,6
5,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,8,4
5,45,SS,No_Deviant,6,1,7,4,2,8,6,7,1,4,8,2
5,5,SS,With_Deviant,2,7,5,3,8,1,2,4,3,5,8,2
5,8,SS,With_Deviant,4,1,6,8,3,5,8,6,1,4,7,3
5,18,SS,With_Deviant,5,1,4,8,2,6,4,2,5,8,3,6
5,27,SS,With_Deviant,6,2,5,7,3,1,6,5,2,7,3,1
5,35,SS,With_Deviant,8,5,2,6,4,7,8,6,4,2,7,3
5,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,8,3,6
6,1,CS,No_Deviant,7,4,8,1,5,3,7,8,4,1,5,2
6,2,CS,No_Deviant,3,1,7,4,2,5,7,3,1,4,8,5
6,3,CS,No_Deviant,5,7,1,8,3,6,7,1,5,8,3,6
6,4,CS,No_Deviant,6,2,5,1,4,7,6,1,5,8,2,4
6,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,7,4,6
6,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,8,2,4
6,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,1,5
6,10,CS,No_Deviant,2,7,5,1,4,8,7,2,6,4,1,5
6,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,8,2,5
6,12,CS,No_Deviant,5,7,2,8,1,4,6,5,3,8,1,4
6,13,CS,No_Deviant,8,3,6,2,5,7,8,2,3,7,4,5
6,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,8,9,4
6,15,CS,No_Deviant,5,7,3,6,2,4,7,8,3,4,2,6
6,16,CS,No_Deviant,8,1,6,3,5,2,8,1,5,2,6,4
6,17,CS,No_Deviant,4,2,8,6,3,7,8,4,2,6,1,5
6,19,CS,No_Deviant,4,2,8,6,3,5,4,2,6,8,3,5
6,20,CS,No_Deviant,2,6,4,8,1,7,2,4,6,8,1,7
6,21,CS,No_Deviant,5,2,7,3,8,4,5,2,3,7,1,8
6,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,3,5
6,23,CS,No_Deviant,3,1,8,5,2,6,3,1,8,5,2,6
6,24,CS,No_Deviant,2,4,7,1,8,5,2,7,4,1,8,5
6,25,CS,No_Deviant,8,1,5,2,6,3,8,1,2,5,6,3
6,26,CS,No_Deviant,4,6,3,7,2,8,4,6,7,3,2,8
6,28,CS,No_Deviant,7,3,1,6,2,5,7,1,3,5,2,6
6,29,CS,No_Deviant,4,8,6,3,7,2,8,4,6,3,7,2
6,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,6
6,31,CS,No_Deviant,6,2,8,1,4,7,6,8,2,1,4,7
6,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,1,5
6,33,CS,No_Deviant,5,3,6,4,2,8,5,6,3,4,2,8
6,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,3
6,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,1,7,4
6,37,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,3,6
6,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,6,8
6,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,3,1,6
6,40,CS,No_Deviant,4,7,2,6,8,3,4,7,2,6,8,3
6,42,CS,No_Deviant,4,7,3,8,5,2,7,4,3,2,8,5
6,43,CS,No_Deviant,5,3,7,2,4,1,5,7,3,4,2,1
6,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
6,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,3,1
6,5,CS,With_Deviant,5,8,1,4,7,2,5,1,8,7,3,4
6,8,CS,With_Deviant,2,7,4,1,5,3,7,1,4,5,2,3
6,18,CS,With_Deviant,5,3,7,1,4,6,7,1,3,5,4,6
6,27,CS,With_Deviant,6,2,8,3,5,1,6,8,2,5,3,1
6,35,CS,With_Deviant,4,7,2,5,3,6,4,7,2,3,5,6
6,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,2,8
6,1,SS,No_Deviant,2,5,1,8,4,6,5,2,1,8,4,6
6,2,SS,No_Deviant,7,1,4,2,6,8,4,7,1,5,6,8
6,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,7
6,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,5,7
6,6,SS,No_Deviant,5,2,4,6,1,8,2,4,6,5,1,8
6,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,1,6,3
6,9,SS,No_Deviant,3,6,2,7,5,8,6,3,2,7,5,8
6,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,6,1
6,11,SS,No_Deviant,3,6,2,7,1,4,2,6,3,7,4,1
6,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,3,7
6,13,SS,No_Deviant,8,3,5,1,6,4,8,5,3,1,6,4
6,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,6
6,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,4,2
6,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,3,5
6,17,SS,No_Deviant,2,5,8,1,7,3,8,5,2,1,7,4
6,19,SS,No_Deviant,3,8,2,6,1,4,8,6,2,3,1,4
6,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,8,5,1
6,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,4,7
6,22,SS,No_Deviant,5,7,2,8,1,3,7,5,2,1,8,3
6,23,SS,No_Deviant,4,1,7,3,6,8,4,7,1,3,6,8
6,24,SS,No_Deviant,3,5,2,7,4,6,3,5,2,7,4,6
6,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,2
6,26,SS,No_Deviant,3,6,1,8,2,5,6,3,1,8,2,5
6,28,SS,No_Deviant,2,6,8,5,7,3,6,2,8,5,7,3
6,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,1,8,4
6,30,SS,No_Deviant,5,8,4,6,1,3,8,5,4,6,1,3
6,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,5,2
6,32,SS,No_Deviant,3,6,8,5,1,7,3,4,8,5,1,7
6,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,6
6,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,8,5
6,36,SS,No_Deviant,4,2,8,3,6,1,8,4,2,3,6,1
6,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,3
6,38,SS,No_Deviant,6,1,8,3,5,2,6,1,2,4,5,3
6,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
6,40,SS,No_Deviant,6,2,8,3,7,4,6,8,2,3,7,4
6,42,SS,No_Deviant,4,6,2,5,7,1,4,2,6,5,7,1
6,43,SS,No_Deviant,2,8,4,7,1,6,8,2,4,7,1,6
6,44,SS,No_Deviant,5,3,1,6,8,4,5,1,3,6,8,4
6,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,2,8
6,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,8,1
6,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,8,5,3
6,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,2,6
6,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
6,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,7,4
6,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,8
7,1,CS,No_Deviant,5,3,7,2,4,1,5,3,7,4,6,2
7,2,CS,No_Deviant,7,3,1,6,2,5,7,3,1,8,4,2
7,3,CS,No_Deviant,3,1,7,5,2,6,3,7,1,5,2,6
7,4,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,5,1
7,6,CS,No_Deviant,4,8,6,3,7,2,6,4,8,7,5,2
7,7,CS,No_Deviant,5,3,6,4,2,8,5,3,6,4,8,2
7,9,CS,No_Deviant,8,3,6,2,5,7,8,3,6,2,5,4
7,10,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,4,3
7,11,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,6,5
7,12,CS,No_Deviant,4,6,3,7,2,8,4,6,9,7,5,2
7,13,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,5,8
7,14,CS,No_Deviant,8,2,5,7,4,6,8,2,5,1,4,7
7,15,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,1,5
7,16,CS,No_Deviant,3,1,8,5,2,6,8,1,3,5,6,4
7,17,CS,No_Deviant,4,6,3,7,1,5,4,6,7,3,1,5
7,19,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,4,8
7,20,CS,No_Deviant,5,2,8,1,7,4,5,2,8,7,1,4
7,21,CS,No_Deviant,8,1,5,2,6,3,8,5,1,4,6,3
7,22,CS,No_Deviant,4,2,8,6,3,5,4,2,8,6,3,1
7,23,CS,No_Deviant,2,7,5,1,4,8,2,7,5,1,4,8
7,24,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,3
7,25,CS,No_Deviant,4,7,2,6,8,3,4,7,6,2,5,3
7,26,CS,No_Deviant,5,1,7,4,2,8,5,7,1,4,3,2
7,28,CS,No_Deviant,6,2,4,7,3,1,4,5,1,3,2,7
7,29,CS,No_Deviant,5,2,7,3,1,6,5,3,7,2,4,8
7,30,CS,No_Deviant,8,1,6,3,5,2,8,6,1,2,3,7
7,31,CS,No_Deviant,6,2,5,1,4,7,5,6,1,3,4,8
7,32,CS,No_Deviant,6,2,8,1,4,7,6,2,8,5,7,1
7,33,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,5,1
7,34,CS,No_Deviant,3,1,7,4,2,5,4,5,7,8,1,3
7,36,CS,No_Deviant,5,7,1,8,3,6,5,7,1,6,8,2
7,37,CS,No_Deviant,3,1,7,4,6,8,3,1,7,6,8,5
7,38,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,5,1
7,39,CS,No_Deviant,7,4,8,1,5,3,7,8,4,5,1,3
7,40,CS,No_Deviant,4,1,8,6,2,5,4,8,1,8,5,6
7,42,CS,No_Deviant,2,6,4,8,1,7,8,4,1,3,6,7
7,43,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,4,6
7,44,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,5,8
7,45,CS,No_Deviant,4,2,8,6,3,7,4,2,8,6,5,1
7,5,CS,With_Deviant,4,7,2,5,3,6,4,7,2,5,6,3
7,8,CS,With_Deviant,5,3,7,4,2,8,5,3,7,8,6,4
7,18,CS,With_Deviant,2,7,4,1,5,3,4,7,6,4,5,3
7,27,CS,With_Deviant,6,2,8,3,5,1,6,4,8,5,3,1
7,35,CS,With_Deviant,5,8,1,4,7,2,5,8,1,6,4,7
7,41,CS,With_Deviant,5,3,7,1,4,6,5,3,7,6,4,1
7,1,SS,No_Deviant,4,1,7,3,6,8,4,7,1,3,0,8
7,2,SS,No_Deviant,5,2,4,6,1,8,5,4,3,6,2,1
7,3,SS,No_Deviant,8,3,5,1,6,4,8,5,6,3,1,2
7,4,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
7,6,SS,No_Deviant,2,5,8,1,7,3,2,5,8,6,7,1
7,7,SS,No_Deviant,6,1,7,4,2,8,6,4,1,7,2,8
7,9,SS,No_Deviant,5,7,2,8,1,3,5,7,2,6,8,1
7,10,SS,No_Deviant,7,1,4,2,6,8,7,4,1,2,6,8
7,11,SS,No_Deviant,4,2,8,3,6,1,4,2,8,6,1,4
7,12,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,6
7,13,SS,No_Deviant,8,4,7,3,5,2,8,4,7,5,2,3
7,14,SS,No_Deviant,3,7,5,1,8,4,3,7,5,1,4,8
7,15,SS,No_Deviant,5,2,4,8,3,7,5,4,8,3,2,7
7,16,SS,No_Deviant,3,5,2,7,4,6,3,5,2,7,4,1
7,17,SS,No_Deviant,6,4,7,2,8,5,3,6,4,2,5,8
7,19,SS,No_Deviant,4,6,2,8,3,5,2,6,3,5,8,4
7,20,SS,No_Deviant,2,5,7,4,6,1,2,5,7,1,4,6
7,21,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,7
7,22,SS,No_Deviant,8,4,7,1,6,3,8,1,7,3,5,4
7,23,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,7,5
7,24,SS,No_Deviant,7,2,4,8,5,1,7,2,4,8,5,1
7,25,SS,No_Deviant,3,8,2,6,1,4,3,2,8,6,4,1
7,26,SS,No_Deviant,5,1,7,4,8,2,5,7,1,4,8,2
7,28,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,8,4
7,29,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,1,6
7,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,3,1
7,31,SS,No_Deviant,2,6,8,5,7,3,6,8,5,2,3,4
7,32,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,5,8
7,33,SS,No_Deviant,6,1,8,3,5,2,3,6,1,5,8,2
7,34,SS,No_Deviant,3,6,1,8,2,5,3,6,1,8,2,5
7,36,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,3,4
7,37,SS,No_Deviant,2,8,4,7,1,6,2,8,4,7,1,3
7,38,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,4,2
7,39,SS,No_Deviant,5,8,3,7,1,6,5,8,3,1,7,4
7,40,SS,No_Deviant,4,6,2,5,7,1,4,6,8,7,5,3
7,42,SS,No_Deviant,6,2,8,3,7,4,6,2,4,8,5,4
7,43,SS,No_Deviant,2,6,3,1,4,7,6,2,3,-9,7,4
7,44,SS,No_Deviant,2,5,1,8,4,6,2,5,1,8,6,4
7,45,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,7
7,5,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
7,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,8,5,2
7,18,SS,With_Deviant,2,7,5,3,8,1,2,7,5,-9,3,5
7,27,SS,With_Deviant,5,1,4,8,2,6,5,4,1,8,7,3
7,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,4,7
7,41,SS,With_Deviant,5,7,4,2,6,8,8,5,7,6,4,2
8,1,CS,No_Deviant,7,4,8,1,5,3,7,4,8,1,5,6
8,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,5,4,0
8,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,3,8,0
8,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,1,4,7
8,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,7,4,6
8,7,CS,No_Deviant,5,1,7,4,2,8,8,5,1,4,7,6
8,9,CS,No_Deviant,7,4,2,6,1,5,7,4,1,1,6,0
8,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,4,1,0
8,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
8,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,1,4,8
8,13,CS,No_Deviant,8,3,6,2,5,7,3,-9,6,5,4,8
8,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,4,8,5
8,15,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,2,1
8,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,4,3,2
8,17,CS,No_Deviant,4,2,8,6,3,7,4,2,8,6,3,0
8,19,CS,No_Deviant,4,2,8,6,3,5,4,2,5,6,1,3
8,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,1,7
8,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,4,8
8,22,CS,No_Deviant,4,6,2,8,5,3,4,2,6,8,3,5
8,23,CS,No_Deviant,3,1,8,5,2,6,3,5,8,1,6,0
8,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,5,8
8,25,CS,No_Deviant,8,1,5,2,6,3,5,8,1,6,4,3
8,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,5
8,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,2,4
8,29,CS,No_Deviant,4,8,6,3,7,2,4,6,0,3,7,0
8,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,0
8,31,CS,No_Deviant,6,2,8,1,4,7,3,2,4,8,5,4
8,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,5,1
8,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,7,2,1
8,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,1,7,3
8,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,0,7,4
8,37,CS,No_Deviant,8,5,1,7,3,6,8,5,4,1,3,7
8,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,1,6
8,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,1,3,6
8,40,CS,No_Deviant,4,7,2,6,8,3,4,7,2,6,3,8
8,42,CS,No_Deviant,4,7,3,8,5,2,4,3,7,8,0,6
8,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,2,4,1
8,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
8,45,CS,No_Deviant,6,2,4,7,3,1,6,2,7,7,3,1
8,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,4,7,0
8,8,CS,With_Deviant,2,7,4,1,5,3,2,7,4,1,5,3
8,18,CS,With_Deviant,5,3,7,1,4,6,5,3,1,1,8,0
8,27,CS,With_Deviant,6,2,8,3,5,1,6,2,8,5,3,1
8,35,CS,With_Deviant,4,7,2,5,3,6,4,1,7,2,5,3
8,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,6,8
8,1,SS,No_Deviant,2,5,1,8,4,6,2,7,5,4,1,6
8,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,5,6,8
8,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,3,6,1
8,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,5,1,7
8,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,1,3
8,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,1,3,6
8,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,5,8
8,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,8,6
8,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
8,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,7,3,1
8,13,SS,No_Deviant,8,3,5,1,6,4,8,3,1,5,4,6
8,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,6
8,15,SS,No_Deviant,7,5,1,6,4,2,7,1,5,6,3,0
8,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,0,7
8,17,SS,No_Deviant,2,5,8,1,7,3,2,5,4,8,1,7
8,19,SS,No_Deviant,3,8,2,6,1,4,3,8,1,2,5,6
8,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,5,8,1
8,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,4,7
8,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
8,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,3,6,8
8,24,SS,No_Deviant,3,5,2,7,4,6,3,5,7,2,4,6
8,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,2
8,26,SS,No_Deviant,3,6,1,8,2,5,4,6,3,1,8,2
8,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,5,3,7
8,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,8,1,4
8,30,SS,No_Deviant,5,8,4,6,1,3,3,8,4,6,5,1
8,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,1,5
8,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,7
8,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,1
8,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,5,8
8,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,3,6,1
8,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,1
8,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,3,5,2
8,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
8,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,3,4,7
8,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,5,7,1
8,43,SS,No_Deviant,2,8,4,7,1,6,6,8,2,4,7,6
8,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,0,4
8,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,3,2
8,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,8,1
8,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,3,5,8
8,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,0,1
8,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
8,35,SS,With_Deviant,8,5,2,6,4,7,8,5,4,6,4,7
8,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,1
9,1,CS,No_Deviant,7,4,8,1,5,3,7,4,8,1,5,3
9,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,4,2,5
9,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,8,3,6
9,4,CS,No_Deviant,6,2,5,1,4,7,6,5,2,4,1,7
9,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,7,4,6
9,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,4,2,8
9,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,1,6,5
9,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,1,4,8
9,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
9,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,1,4
